link,微博id,微博正文,头条文章url,是否为原创微博,发布时间,点赞数,转发数,评论数
https://m.weibo.cn/detail/LvSX4B3BN,LvSX4B3BN,#女演员的古装造型有多惊艳#《梦华录》定档6月2日，刘亦菲古装造型引来观众们的“回忆杀”。在以往的仙侠古装剧中，也有不少女演员的古装造型绝美、经典、仙气十足。你曾被哪些女演员的古装造型惊艳到？@杨紫 ：《香蜜沉沉烬如霜》（2018年）花神之女锦觅，其真实原身为一朵霜花。@杨幂 ：《三生三...全文 [组图共9张] 原图 ,,True,2/06/2022 19:26,143421,782,18966
https://m.weibo.cn/detail/JEx5bFxyB,JEx5bFxyB,#武汉日夜15小时50城直播# 武汉的日夜，是中国人共同的记忆，平凡的你我，皆是这场故事的主角。@赵丽颖 真诚推荐纪录电影《武汉日夜》：“在武汉抗疫期间，你们逆行出征，怀大爱，救人间，你们是家乡的骄傲，也是祖国的自豪。76个日夜的守望相助，才尤换得山河无恙。”#电影武汉日夜#1月22日全国公映...全文 ,,True,23/01/2021 18:50,22369,1914,18923
https://m.weibo.cn/detail/LbtlFg1DH,LbtlFg1DH,#王俊凯如果与他人不同是一种病#葛优、@TFBOYS-王俊凯 领衔主演电影《刺猬》先导预告曝光，王俊凯嘴里，手上被针扎成刺猬也很妙，刚好对应上片名刺猬。他们都是不被主流接受的“病人”，却成为彼此的忘年交。  [组图共2张] 原图 ,,True,19/01/2022 13:29,8311,10469,17942
https://m.weibo.cn/detail/MvUbWg7wq,MvUbWg7wq,#肖战读雷锋日记# @X玖少年团肖战DAYTOY 在“学习雷锋好榜样”电影频道融媒体直播中读《雷锋日记》选段——人的生命是有限的，可是为人民服务是无限的。“只要我们心存善念，相互搀扶，相互激励，人人都可以成为新时代的雷锋。”跟肖战一起学习雷锋精神，做更好的自己！#把雷锋精神代代传承下去# 中国电影报道的微博视频                                 ,,True,5/03/2023 21:20,270999,63296,17271
https://m.weibo.cn/detail/Ks3W4uk23,Ks3W4uk23,#余生请多指教定档# 杨紫、肖战主演新剧《余生请多指教》定档9月8日播出。该剧讲述肖战饰演的消化病学中心外科主刀医生顾魏，和杨紫饰演音乐系大三学生林之校相爱的故事。  原图 ,,True,5/08/2021 17:18,255562,13753,17210
https://m.weibo.cn/detail/L86qEoDIQ,L86qEoDIQ,【直播|#直击金鸡奖# 5G融媒体全景直播第二天】第34届金鸡奖正式拉开帷幕，入场仪式、开幕式暨提名者表彰仪式集结年度优秀影人，@刘烨 @张子枫 @韩雪 @俞灏明 @郑钧 @TFBOYS-王俊凯 等以歌舞讲述金鸡40年，开幕式嘉宾做客分享金鸡荣誉瞬间；#2021星辰大海青年演员优选计划#“三天三夜”生活体验课正式开营，40位青年演员将通过随机抽题等仪式感环节开启未知考验，组队前往厦门同安、集美、翔安、海沧等地区完成身份角色大转变，体验前所未有的无剧本全纪实……40位青年演员将解锁哪些新技能、新“人设”？哪些神秘嘉宾将作为“导师”“班主任”惊喜亮相？更多精彩，锁定直播，不见不散！ 中国电影报道的微博直播 “直击金鸡奖”5G融媒体全景直播第二天                                 ,,True,28/12/2021 9:37,22149,1031,16998
https://m.weibo.cn/detail/LvZM5y89N,LvZM5y89N,#王一博说一直在追求龙舟精神##王一博端午节祝福#@UNIQ-王一博 祝大家端午安康！#龙腾虎跃海峡两岸赛龙舟活动#直播中，王一博称赛龙舟敢为人先力争上游，永不放弃的团队精神让自己感动，也是自己一直追求的精神。  中国电影报道的微博视频  ,,True,3/06/2022 12:48,133222,41314,16906
https://m.weibo.cn/detail/L8gfL7FUq,L8gfL7FUq,#直击金鸡奖#我们正在为您直播“直击金鸡奖”5G融媒体全景直播第三天!金鸡奖开幕第二天，主题电影论坛、国产新片展映见面会等主创齐聚继续闪耀厦门。#2021电影M榜#荣誉重磅揭晓，十一大年度荣誉将以十一种惊喜盲盒的形式现场直播送至重量级影人手中，全景捕捉他们的实时工作状态、真实情绪反应。嘉宾做客#2021星辰大海青年演员优选计划#观察室，回顾“三天三夜”生活体验营@吴宣仪_Betty 包装核酸试剂、@THE9-谢可寅 巡游厦门无人码头等大事件，探班@我是林一同学 、@沈月 、@张嘉鑫Jason 、@zzzzz_张艺上 、@周雨彤微博 ……更多闭幕式彩排花絮，锁定直播，一起解锁！ 中国电影报道的微博直播 “直击金鸡奖”5G融媒体全景直播第三天                                 ,,True,29/12/2021 10:38,18715,10109,16828
https://m.weibo.cn/detail/MmKNY7Ind,MmKNY7Ind,#贺峻霖成为电影频道实习主播# 欢迎@时代少年团-贺峻霖 正式成为电影频道实习主播！2023年，贺峻霖将以主持人身份亮相电影频道旗舰栏目《中国电影报道》，不定期与大家见面，以青年之声见证中国电影飞跃。新起点、新机遇、新挑战、新精彩。今晚22:00，期待实习生小贺首秀表现！#贺峻霖主持中国电影报道#                  原图                             ,,True,4/01/2023 16:53,83752,46788,16569
https://m.weibo.cn/detail/MvUg00GxO,MvUg00GxO,#王一博读雷锋日记##王一博说会在演戏这条路持之以恒# @UNIQ-王一博 在“学习雷锋好榜样”电影频道融媒体直播中分享了雷锋精神对自己深刻的影响，“雷锋无私奉献、干一行爱一行的精神深深感染着我。未来我会继续努力，在演戏这条道路上努力学习、持之以恒。”跟王一博一起，向雷锋精神致敬，期待一博未...全文 ,,True,5/03/2023 21:30,217437,90638,16326
https://m.weibo.cn/detail/Lx3Dldm4n,Lx3Dldm4n,#易烊千玺连续两届成为百花奖候选者# #易烊千玺同时成为百花男主男配候选者# 今天，第36届大众电影百花奖各奖项候选名单通过媒体发布。其中，青年演员@TFBOYS-易烊千玺 同时进入最佳男主角（《奇迹·笨小孩》景浩）和最佳男配角（《中国医生》杨小羊）两项候选者名单。两年前在郑州千玺广场摘得#百花奖#最佳新人的他，这次能否再度如愿？据悉，本届百花奖从即日起至2022年7月10日经由全国广大电影观众投票，将评选出各奖项的提名者。             [组图共4张]      原图                             ,,True,10/06/2022 12:28,10987,804,16119
https://m.weibo.cn/detail/Mefzocssw,Mefzocssw,#王鹤棣入选2022星辰大海##2022星辰大海青年演员官宣#青年演员@王鹤棣_Dylan 入选#2022星辰大海青年演员优选计划#。【代表作品】《苍兰诀》【推荐人】宋丹丹不忘初心，不负韶华；不负期待，不负热爱；披荆斩棘，破浪前行。中国青年，生逢其时应不负时代，怀抱梦想又脚踏实地，敢想敢为又善作善成。乘风破浪，昼夜星驰，新征程上，扬帆起航！                  原图                             ,,True,9/11/2022 18:40,236007,41855,15832
https://m.weibo.cn/detail/M0I5C8fJl,M0I5C8fJl,#北京电影节红毯##时代少年团北影节全员西装#时代少年团成员一身干练西装亮相红毯，被问到如果出演一部叫《时代少年团》的电影，每个人最想演什么角色，来听听他们的答案吧！  中国电影报道的微博视频  ,,True,12/08/2022 17:32,305170,13505,15776
https://m.weibo.cn/detail/LfBt6F2Cx,LfBt6F2Cx,#王一博写明信片为冬奥健儿加油#@UNIQ-王一博 写下“爱的明信片”为正在比赛的冬奥会运动员们加油！王一博称自己一直在关注比赛，看到他们在赛场拼搏的样子，非常的燃，希望大家能安全快乐的享受比赛，并祝大家元宵节快乐！#王一博爱的明信片祝福冬奥健儿##爱的明信片祝福冬奥健儿#...全文 ,,True,15/02/2022 17:30,148681,51834,15759
https://m.weibo.cn/detail/Lfs0bE92q,Lfs0bE92q,#爱的明信片祝福冬奥健儿# “交给我们吧”——一份中国的承诺，数万封全球的冬奥祝福。书信为桥，牵引全人类共赴冰雪之约；情跨山海，千万人接力传递冬奥之光。2月15日13：00， 锁定“爱的明信片”融媒体直播活动，@UNIQ-王一博 与你一起向未来。爱的明信片，把爱说出来！...全文 原图 ,,True,14/02/2022 17:25,120525,52674,15558
https://m.weibo.cn/detail/Ml3Gxo3Kb,Ml3Gxo3Kb,我们正在为您直播第四届#海南岛国际电影节#闭幕式红毯仪式，曹郁、@陈思诚 @陈瑶Sebrina @成泰燊 @杜江侦察记 @高嘉朗JG @深情的高伟光 @龚格尔 @胡一天啊 @NAME-金子涵 、孔大山、@主持人蓝羽 @李晨 @李少红 @李玉 @梁漢文edmond @梁静 、刘杰、马可·穆勒、牛犇、@齐溪 @任鹏远 @宋威龙99 @演员孙帅东 @佟丽娅 @王宝强 、王红卫、@文牧野 @JaniceMan文咏珊 @MikeAngelo吴翊歌 @谢可寅 @颜丙燕 @颜丹晨 @杨皓宇 @殷若昕 @INTO1官博 @咏梅的微 @张光北 @蓝心ZoeZhang @张俪 、张栾、@赵子琪 、郑大圣@申阳公 、朱明瑛 等众多行业嘉宾、影人大咖、剧组主创亮相，超强阵容，最强星光，循光影踏梦而来。锁定直播，向光而生，与影同行，海岛相会！  http://t.cn/A6K8k265 第四届#海南岛国际电影节#闭幕式红毯仪式                                 ,,True,24/12/2022 13:16,35204,684,14910
https://m.weibo.cn/detail/L2Hd7lcip,L2Hd7lcip,#电影无名海报# 电影《无名》曝光一款海报，@梁朝偉 、@UNIQ-王一博 的角色造型首度曝光。#梁朝伟王一博无名造型#《无名》由于冬担任总制片人、程耳担任编剧及导演，聚焦波谲云诡的隐蔽战线，讲述了地下工作者们冒着生命危险送出情报，用生命与热血保卫祖国的故事。是继《中国医生》《长津湖》之后博...全文 原图 ,,True,22/11/2021 20:14,127099,48409,13841
https://m.weibo.cn/detail/K3hjHiW0l,K3hjHiW0l,#千顷澄碧的2021# 他们是默默无闻的耕耘者，是乡村百姓心目中“最美的人”。朴实的话语背后是数年如一日的坚守与付出，无数年轻的种子在祖国各地生根发芽。消除贫困，改善民生，是他们的梦想；山河锦绣，国泰民安，是我们共同的愿景。涓涓细流终将汇成未来中国的千顷澄碧，一起聆听来自一线扶贫干部的心声吧！全面小康题材重点影片#电影千顷澄碧的时代#将于2月26日全国上映，“未来中国的千顷澄碧，有我的一份力量！”  中国电影报道的微博视频                                 ,,True,23/02/2021 17:24,11715,5994,13523
https://m.weibo.cn/detail/M9tITjyvq,M9tITjyvq,#1905电影网APP节目单# #电影中的法庭风云# 一件件精彩的案件，一场场高能的辩护，一起在法庭上探索正义真谛！10月9日，点此入口马上收看直播直播 今日特别排播：张家辉、杨紫、任贤齐、克拉拉《沉默的证人》，周迅、吴镇宇、祖峰《保持沉默》，何冰、韩童生、钱波《十二公民》，钟汉...全文 [组图共2张] 原图 ,,True,9/10/2022 9:30,2877,169,13497
https://m.weibo.cn/detail/M57jt4Oce,M57jt4Oce,#明月知我云歌会#我们正在直播“明月知我”闽江之心中秋电影云歌会。@白百何 @白举纲 @蔡国庆 @常石磊 @陈都灵 @常回家看看陈红 @陈立农 @戴佩妮 @戴玉强 @丁禹兮 @范世錡xxxF @房东的猫 @JA符龙飞 @李承铉 @李亞男LL @李子璇豆子 @梁漢文edmond @林曉峰lo @刘恺威 @刘惜君 @MikeAngelo中国...全文 ,,True,10/09/2022 17:06,3077,676,13411
https://m.weibo.cn/detail/K4koYg1yA,K4koYg1yA,#杨紫我是法治观察员#“法治观察员”@杨紫 ：“伟大的时代产生伟大的法典，多措并举确保民法典统一正确适用，我愿法令行天下，一起为法治打call”！  中国电影报道的微博视频  ,,True,2/03/2021 15:06,8076,1078,13254
https://m.weibo.cn/detail/KFWijlMUC,KFWijlMUC,#马嘉祺镜头感#@时代少年团队长-马嘉祺 的镜头感究竟可以有多绝？别眨眼#潮起中国非遗焕新夜#   中国电影报道的微博视频  ,,True,4/11/2021 23:35,69945,24770,12965
https://m.weibo.cn/detail/KaRkLwWvn,KaRkLwWvn,#女心理师预告# #杨紫眼神#《女心理师》首支预告曝光，杨紫上演眼神杀，展现洞悉人心的超能力。救下自杀少年时的坚定机智，与督导对峙时的机锋变化，女心理师除了健康的体魄，更要有强大的内心。  中国电影报道的微博视频  ,,True,14/04/2021 13:58,16975,1052,12892
https://m.weibo.cn/detail/L7ze32abn,L7ze32abn,【直播|第十六届中国长春电影节闭幕式暨颁奖典礼】我们正在为您直播#第十六届中国长春电影节#闭幕式暨颁奖典礼。蔡少芬、张晋、邓萃雯、景甜、王大陆、何琳、杨童舒、王仁君、金海心、刘惜君、汪苏泷、孟佳、朱正廷、黄龄、张晓龙、陈奕龙、邓恩熙、李汶翰、严当当、弦子、马佳、方书剑等星光齐聚，共赴“春城”之约，共同见证“金鹿奖”花落谁家……更多精彩，敬请期待！ 中国电影报道的微博视频 我们将在明晚20:15， 为您直播#第十六届中                                 ,,True,24/12/2021 21:05,24364,1194,12812
https://m.weibo.cn/detail/L2Y4o1zhu,L2Y4o1zhu,#有奖问答##全友家居竞猜#今天的问题是：电影《无名》公布了哪两位主演？请您准时收看今晚17:53播出的节目，并在这条微博下面评论留言参与话题讨论，您就有机会获得全友家居提供的精美礼品，祝您好运。  原图 ,,True,24/11/2021 15:09,31573,11592,12669
https://m.weibo.cn/detail/LyLMUwU53,LyLMUwU53,#罗大佑易烊千玺光阴的故事是青春的味道#罗大佑与易烊千玺重新演绎《光阴的故事》，由罗大佑制作，易烊千玺献唱。两人隔空对谈，跟随着歌声一起重回那段懵懂的青春岁月，倾听光阴的故事吧！#罗大佑易烊千玺光阴的故事# 中国电影报道的微博视频  ,,True,21/06/2022 18:43,4259,440,12666
https://m.weibo.cn/detail/JD6QhsWTZ,JD6QhsWTZ,#志愿者接到沈腾电话连蹦带跳尖叫# 电影人@沈腾 了解到武汉救援队志愿者王紫懿的故事后，在@今日影评Mtalk 录制现场惊喜连线。听到偶像腾哥的声音，王紫懿疯狂尖叫原地跳跃，幽默的腾哥问“是王紫懿在叫唤吗”得知她特别支持自己的电影作品后，沈腾表示《武汉日夜》上映后他至少要看三遍起。这份惊喜太令人羡慕了！1月22日，一起在#电影武汉日夜# 中见证平凡英雄的动人故事。  中国电影报道的微博视频                                 ,,True,14/01/2021 10:11,11510,21586,12434
https://m.weibo.cn/detail/K3i1JEGAC,K3i1JEGAC,#朱一龙朗诵致敬焦裕禄精神# 电影人@朱一龙 朗诵《念奴娇·追思焦裕禄》，铿锵有力又饱含真挚情感，致敬“亲民爱民、艰苦奋斗、科学求实、迎难而上、无私奉献”的焦裕禄精神。昔日风沙漫天的兰考如今已焦桐成林，而焦裕禄精神也延续至今，鼓舞着每一位为脱贫攻坚坚守奉献的平凡人。全面小康题材重点影片#电影千顷澄碧的时代#将于2月26日全国上映。#千顷澄碧的2021#  中国电影报道的微博视频                                 ,,True,23/02/2021 19:13,92322,34117,12367
https://m.weibo.cn/detail/MCHxGygOq,MCHxGygOq,#演员加载中##谢可寅演员加载中#选择不合群，不接受平庸要做“野马”。从“北漂”到“一夜成名”，从“华丽舞台”到“素颜演戏”，@谢可寅 的内心世界还有怎样的剖白？《演员加载中》第一期将于明日（4月20日）12：30上线，一起听谢可寅讲述她的追梦旅程。《演员加载中》是由电影频道融媒体中心策划推出，@BIRTHDAYDIARY生日笔记 独家冠名的户外体验式漫访谈综艺，将于4月20日起每周四12：30上线1905电影网、腾讯视频，敬请期待！@M视频News @腾讯视频 @腾讯视频娱乐  中国电影报道的微博视频                                 ,,True,19/04/2023 14:00,3777,2285,12318
https://m.weibo.cn/detail/M0I55j5Rq,M0I55j5Rq,#北京电影节红毯# #时代少年团北影节全员西装#时代少年团成员一身干练西装亮相红毯。  中国电影报道的微博视频  ,,True,12/08/2022 17:30,349839,165674,11325
https://m.weibo.cn/detail/KlOBz8NTu,KlOBz8NTu,#电影之歌官宣# 光影镌刻记忆，歌声铭记经典，追寻中国电影百年风雨历程，展现中国电影今日辉煌成就。电影频道《电影之歌•保定站》6月27日晚20：15黄金档播出，和@陈立农 一同唱响电影之歌，致敬不朽经典。#电影之歌#  原图 ,,True,25/06/2021 15:15,26682,19607,11288
https://m.weibo.cn/detail/JDrSCbTct,JDrSCbTct,#武汉日夜首映# 以平凡见证不凡，以真实演绎了不起的中国奇迹！这是中国人的坚强和善良，这是属于我们的中国故事！以爱之名，无畏前行，致敬英雄，向阳而生！#电影武汉日夜#1月22日全国上映，@UNIQ-王一博 邀您观影，重温感动、见证温暖，真情告白“有你真好”！  原图 ,,True,16/01/2021 15:45,114364,68089,11127
https://m.weibo.cn/detail/M4W1jdIHW,M4W1jdIHW,#第29届大学生电影节# 我们正在直击第29届大学生电影节。实力影人星光璀璨亮相入场仪式，重磅嘉宾云集盛典揭晓青春荣誉，表演嘉宾唱响青春最强音点燃夜晚，青年演员集结共同启动2022#星辰大海青年演员优选计划#，大学生代表欢聚描绘他们的最美舞台。这是一场青春的盛会，这是一场电影的盛宴。此外，我...全文 ,,True,9/09/2022 12:21,4332,357,11092
https://m.weibo.cn/detail/L8U6q8jwZ,L8U6q8jwZ,#成龙批评年轻演员最晚到最早走#《蓝羽会客厅》@成龙 对现在一些年轻演员的表现表示痛心，有的演员不能流汗，不能吊威亚，要动作漂亮又不能辛苦，非常痛心。他呼吁演员的幕后团队尊重现场的灯光摄影工作人员，不要动不动就早走。#金鸡40年影人访谈#  中国电影报道的微博视频  ,,True,2/01/2022 16:05,303800,2791,10934
https://m.weibo.cn/detail/LEvuzDQZj,LEvuzDQZj,#2022直击百花奖#正在为您带来“2022直击百花奖”融媒体全景直播，今日将举行大众电影百花奖60年主题展影启动仪式、第36届大众电影百花奖提名者表彰仪式。同时，我们也将从鹦鹉洲大桥继续“桥”见百花、探访湖北菜馆……感受江城人间烟火气，共话武汉与电影的不解之缘。另外，期待已久的百花奖闭幕式红毯仪式与颁奖典礼舞台彩排也在今日进行，闭幕式嘉宾受邀采访，分享共度百花60周年的心得感受。锁定直播，更多闭幕式独家揭秘，不可错过！#有你就有世界# http://t.cn/A6arVziY “2022直击百花奖”融媒体全景直播                                 ,,True,29/07/2022 12:15,1350,122,10904
https://m.weibo.cn/detail/L8u5samzz,L8u5samzz,#张小斐金鸡奖最佳女主角# 恭喜@张小斐0110 凭借《你好，李焕英》中李焕英一角的精彩演绎获得第34届中国电影金鸡奖最佳女主角！#金鸡奖获奖名单#  原图 ,,True,30/12/2021 21:51,308861,14144,10460
https://m.weibo.cn/detail/LCGBB4n0D,LCGBB4n0D,#明星们的表情包好魔性# 今天是#世界表情包日#，成龙、陈伟霆、海清、吴京、杨紫、周深......这些明星的表情包好魔性。  中国电影报道的微博视频  ,,True,17/07/2022 12:52,5029,164,10316
https://m.weibo.cn/detail/MvUi14Gej,MvUi14Gej,#王鹤棣读雷锋日记##王鹤棣说首要任务是演好戏#青年演员@王鹤棣_Dylan 在“学习雷锋好榜样”电影频道融媒体直播中读《雷锋日记》选段：有理想有出息的青年人必定是乐于吃苦的人。“第一次听到‘雷锋’这个名字，是在小时候的课文里，他平凡伟大的一生让我为之动容。作为一名青年演员，我的首要任务是演...全文 ,,True,5/03/2023 21:35,140724,21968,10215
https://m.weibo.cn/detail/KlP82iRmE,KlP82iRmE,#电影之歌官宣# 光影镌刻记忆，歌声铭记经典，追寻中国电影百年风雨历程，展现中国电影今日辉煌成就。电影频道《电影之歌•保定站》6月27日晚20：15黄金档播出，和@孟美岐 一同唱响电影之歌，致敬不朽经典。#电影之歌#  原图 ,,True,25/06/2021 16:35,38001,20812,10210
https://m.weibo.cn/detail/M6Vw0zzCl,M6Vw0zzCl,#2022最后100天你在期待哪部电影# 2022还剩下最后的100天，大家最期待在电影院里能看到哪部电影？其他欢迎留言哦~《万里归途》《无名》《中国乒乓》《热烈》《深海》《平原上的火焰》《长空之王》《回廊亭》《猎毒》《检察风云》  [组图共10张] 原图 ,,True,22/09/2022 14:44,7818,192,10055
